Pt_name,East,North,Elevation,Depth,Code
bathy_avc_01299,406960.333999999973457,7399952.781000000424683,-3.396000000000000,-1.860000000000000, 
bathy_avc_01300,406960.245999999984633,7399953.911999999545515,-3.346000000000000,-1.940000000000000, 
bathy_avc_01301,406960.086000000010245,7399955.047000000253320,-3.320000000000000,-1.950000000000000, 
bathy_avc_01302,406959.949000000022352,7399956.275999999605119,-3.365000000000000,-1.960000000000000, 
bathy_avc_01303,406959.864000000001397,7399957.405000000260770,-3.404000000000000,-1.940000000000000, 
bathy_avc_01304,406959.693000000028405,7399958.650000000372529,-3.389000000000000,-2.010000000000000, 
bathy_avc_01305,406959.582999999984168,7399959.724999999627471,-3.341000000000000,-2.060000000000000, 
bathy_avc_01306,406959.389000000024680,7399960.883000000379980,-3.297000000000000,-2.160000000000000, 
bathy_avc_01307,406959.197999999974854,7399962.093000000342727,-3.267000000000000,-2.170000000000000, 
bathy_avc_01308,406959.044999999983702,7399963.178000000305474,-3.319000000000000,-2.190000000000000, 
bathy_avc_01309,406958.936999999976251,7399964.376000000163913,-3.402000000000000,-2.140000000000000, 
bathy_avc_01310,406958.868000000016764,7399965.441999999806285,-3.427000000000000,-2.200000000000000, 
bathy_avc_01311,406958.765000000013970,7399966.518000000156462,-3.332000000000000,-2.310000000000000, 
bathy_avc_01312,406958.548000000009779,7399967.730999999679625,-3.297000000000000,-2.340000000000000, 
bathy_avc_01313,406958.409999999974389,7399968.872000000439584,-3.291000000000000,-2.410000000000000, 
bathy_avc_01314,406958.254000000015367,7399970.049999999813735,-3.329000000000000,-2.310000000000000, 
bathy_avc_01315,406958.104999999981374,7399971.224000000394881,-3.355000000000000,-2.320000000000000, 
bathy_avc_01316,406958.023999999975786,7399972.413999999873340,-3.370000000000000,-2.370000000000000, 
bathy_avc_01317,406957.946999999985565,7399973.467000000178814,-3.466000000000000,-2.300000000000000, 
bathy_avc_01318,406957.951000000000931,7399974.519999999552965,-3.456000000000000,-2.250000000000000, 
bathy_avc_01319,406958.041000000026543,7399975.656999999657273,-3.383000000000000,-2.390000000000000, 
bathy_avc_01320,406957.984999999986030,7399976.766999999992549,-3.408000000000000,-2.360000000000000, 
bathy_avc_01321,406958.003000000026077,7399977.919999999925494,-3.349000000000000,-2.430000000000000, 
bathy_avc_01322,406957.907999999995809,7399979.152999999932945,-3.307000000000000,-2.480000000000000, 
bathy_avc_01323,406957.908999999985099,7399980.449000000022352,-3.251000000000000,-2.600000000000000, 
bathy_avc_01324,406957.939000000013039,7399981.605999999679625,-3.325000000000000,-2.430000000000000, 
bathy_avc_01325,406958.000000000000000,7399982.871000000275671,-3.398000000000000,-2.440000000000000, 
bathy_avc_01326,406958.185999999986961,7399983.991000000387430,-3.419000000000000,-2.390000000000000, 
bathy_avc_01327,406958.318000000028405,7399985.120000000111759,-3.457000000000000,-2.360000000000000, 
bathy_avc_01328,406958.485999999975320,7399986.262000000104308,-3.471000000000000,-2.330000000000000, 
bathy_avc_01329,406958.553000000014435,7399987.339999999850988,-3.413000000000000,-2.430000000000000, 
bathy_avc_01330,406958.583999999973457,7399988.476999999955297,-3.368000000000000,-2.470000000000000, 
bathy_avc_01331,406958.593999999982771,7399989.611999999731779,-3.339000000000000,-2.510000000000000, 
bathy_avc_01332,406958.592999999993481,7399990.865000000223517,-3.315000000000000,-2.530000000000000, 
bathy_avc_01333,406958.542000000015832,7399991.865000000223517,-3.271000000000000,-2.530000000000000, 
bathy_avc_01334,406958.518999999971129,7399992.881000000052154,-3.243000000000000,-2.650000000000000, 
bathy_avc_01335,406958.483999999996740,7399993.890999999828637,-3.251000000000000,-2.540000000000000, 
bathy_avc_01336,406958.436999999976251,7399995.122000000439584,-3.291000000000000,-2.480000000000000, 
bathy_avc_01337,406958.379000000015367,7399996.254999999888241,-3.364000000000000,-2.510000000000000, 
bathy_avc_01338,406958.284999999974389,7399997.415000000037253,-3.411000000000000,-2.410000000000000, 
bathy_avc_01339,406958.101000000024214,7399998.582999999634922,-3.382000000000000,-2.490000000000000, 
bathy_avc_01340,406957.912000000011176,7399999.597000000067055,-3.407000000000000,-2.470000000000000, 
bathy_avc_01341,406957.733000000007451,7400000.634999999776483,-3.411000000000000,-2.450000000000000, 
bathy_avc_01342,406957.478000000002794,7400001.866000000387430,-3.373000000000000,-2.480000000000000, 
bathy_avc_01343,406957.286000000021886,7400003.025999999605119,-3.372000000000000,-2.520000000000000, 
bathy_avc_01344,406957.097000000008848,7400004.161000000312924,-3.296000000000000,-2.600000000000000, 
bathy_avc_01345,406956.871999999973923,7400005.338000000454485,-3.372000000000000,-2.510000000000000, 
bathy_avc_01346,406956.717999999993481,7400006.504999999888241,-3.348000000000000,-2.560000000000000, 
bathy_avc_01347,406956.503000000026077,7400007.648000000044703,-3.386000000000000,-2.570000000000000, 
bathy_avc_01348,406956.375000000000000,7400008.794999999925494,-3.390000000000000,-2.520000000000000, 
bathy_avc_01349,406956.168999999994412,7400009.908999999985099,-3.410000000000000,-2.550000000000000, 
bathy_avc_01350,406956.070999999996275,7400011.043999999761581,-3.365000000000000,-0.000000000000000, 
bathy_avc_01351,406955.879000000015367,7400012.178000000305474,-3.383000000000000,-2.560000000000000, 
bathy_avc_01352,406955.695000000006985,7400013.361999999731779,-3.386000000000000,-2.470000000000000, 
bathy_avc_01353,406955.505999999993946,7400014.592000000178814,-3.311000000000000,-2.590000000000000, 
bathy_avc_01354,406955.256999999983236,7400015.815000000409782,-3.278000000000000,-2.610000000000000, 
bathy_avc_01355,406955.021000000007916,7400017.115000000223517,-3.300000000000000,-2.600000000000000, 
bathy_avc_01356,406954.813000000023749,7400018.217000000178814,-3.352000000000000,-2.660000000000000, 
bathy_avc_01357,406954.643999999971129,7400019.399000000208616,-3.338000000000000,-2.570000000000000, 
bathy_avc_01358,406954.440999999991618,7400020.595999999903142,-3.328000000000000,-2.600000000000000, 
bathy_avc_01359,406954.189000000013039,7400021.825000000186265,-3.329000000000000,-2.680000000000000, 
bathy_avc_01360,406954.027000000001863,7400023.033999999985099,-3.300000000000000,-0.000000000000000, 
bathy_avc_01361,406953.756999999983236,7400024.245000000111759,-3.404000000000000,-2.620000000000000, 
bathy_avc_01362,406953.482000000018161,7400025.438000000081956,-3.424000000000000,-2.580000000000000, 
bathy_avc_01363,406953.162000000011176,7400026.651999999769032,-3.399000000000000,-2.590000000000000, 
bathy_avc_01364,406952.852000000013504,7400027.872999999672174,-3.368000000000000,-2.610000000000000, 
bathy_avc_01365,406952.575000000011642,7400028.923000000417233,-3.388000000000000,-2.640000000000000, 
bathy_avc_01366,406952.342000000004191,7400030.063000000081956,-3.320000000000000,-2.730000000000000, 
bathy_avc_01367,406952.083999999973457,7400031.201999999582767,-3.425000000000000,-2.630000000000000, 
bathy_avc_01368,406951.892999999981839,7400032.250000000000000,-3.322000000000000,-2.700000000000000, 
bathy_avc_01369,406951.614000000001397,7400033.251000000163913,-3.388000000000000,-2.670000000000000, 
bathy_avc_01370,406951.291000000026543,7400034.399000000208616,-3.333000000000000,-2.810000000000000, 
bathy_avc_01371,406950.871999999973923,7400035.668999999761581,-3.292000000000000,-2.760000000000000, 
bathy_avc_01372,406950.587999999988824,7400036.629999999888241,-3.306000000000000,-2.730000000000000, 
bathy_avc_01373,406950.206000000005588,7400037.885999999940395,-3.323000000000000,-2.770000000000000, 
bathy_avc_01374,406949.923000000009779,7400038.858000000007451,-3.376000000000000,-2.740000000000000, 
bathy_avc_01375,406949.619999999995343,7400040.080000000074506,-3.368000000000000,-2.760000000000000, 
bathy_avc_01376,406949.397999999986496,7400041.059000000357628,-3.386000000000000,-2.810000000000000, 
bathy_avc_01377,406949.130000000004657,7400042.195000000298023,-3.398000000000000,-2.780000000000000, 
bathy_avc_01378,406948.880000000004657,7400043.353000000119209,-3.427000000000000,-2.770000000000000, 
bathy_avc_01379,406948.699000000022352,7400044.440999999642372,-3.399000000000000,-2.810000000000000, 
bathy_avc_01380,406948.490999999979977,7400045.634999999776483,-3.364000000000000,-2.880000000000000, 
bathy_avc_01381,406948.257999999972526,7400046.866999999620020,-3.358000000000000,-0.000000000000000, 
bathy_avc_01382,406948.082999999984168,7400047.896999999880791,-3.326000000000000,-2.800000000000000, 
bathy_avc_01383,406947.788999999989755,7400049.121000000275671,-3.302000000000000,-2.840000000000000, 
bathy_avc_01384,406947.579000000027008,7400050.105000000447035,-3.369000000000000,-2.740000000000000, 
bathy_avc_01385,406947.295999999972992,7400051.201000000350177,-3.391000000000000,-2.690000000000000, 
bathy_avc_01386,406947.027999999991152,7400052.331000000238419,-3.476000000000000,-2.620000000000000, 
bathy_avc_01387,406946.745999999984633,7400053.442999999970198,-3.399000000000000,-2.730000000000000, 
bathy_avc_01388,406946.533999999985099,7400054.509999999776483,-3.386000000000000,-2.750000000000000, 
bathy_avc_01389,406946.337999999988824,7400055.703999999910593,-3.283000000000000,-2.860000000000000, 
bathy_avc_01390,406946.150000000023283,7400057.014999999664724,-3.279000000000000,-2.770000000000000, 
bathy_avc_01391,406945.956999999994878,7400058.235000000335276,-3.269000000000000,-2.770000000000000, 
bathy_avc_01392,406945.782000000006519,7400059.389000000432134,-3.345000000000000,-2.650000000000000, 
bathy_avc_01393,406945.570000000006985,7400060.491999999620020,-3.453000000000000,-2.590000000000000, 
bathy_avc_01394,406945.474999999976717,7400061.586000000126660,-3.432000000000000,-2.610000000000000, 
bathy_avc_01395,406945.321999999985565,7400062.645999999716878,-3.493000000000000,-2.560000000000000, 
bathy_avc_01396,406945.226000000024214,7400063.713000000454485,-3.426000000000000,-2.590000000000000, 
bathy_avc_01397,406945.056999999971595,7400064.873999999836087,-3.417000000000000,-2.550000000000000, 
bathy_avc_01398,406944.935999999986961,7400066.072999999858439,-3.356000000000000,-2.520000000000000, 
bathy_avc_01399,406944.842000000004191,7400067.281000000424683,-3.301000000000000,-2.530000000000000, 
bathy_avc_01400,406944.738000000012107,7400068.507000000216067,-3.382000000000000,-2.550000000000000, 
bathy_avc_01401,406944.607000000018161,7400069.774000000208616,-3.403000000000000,-2.500000000000000, 
bathy_avc_01402,406944.514000000024680,7400070.940999999642372,-3.334000000000000,-2.590000000000000, 
bathy_avc_01403,406944.440000000002328,7400072.166000000201166,-3.339000000000000,-2.550000000000000, 
bathy_avc_01404,406944.356000000028871,7400073.333999999798834,-3.348000000000000,-2.490000000000000, 
bathy_avc_01405,406944.332999999984168,7400074.587000000290573,-3.429000000000000,-2.270000000000000, 
bathy_avc_01406,406944.238000000012107,7400075.785000000149012,-3.366000000000000,-2.260000000000000, 
bathy_avc_01407,406944.224999999976717,7400076.986999999731779,-3.275000000000000,-2.380000000000000, 
bathy_avc_01408,406944.120999999984633,7400078.260999999940395,-3.364000000000000,-2.210000000000000, 
bathy_avc_01409,406944.081999999994878,7400079.259999999776483,-3.325000000000000,-2.230000000000000, 
bathy_avc_01410,406944.010000000009313,7400080.269000000320375,-3.317000000000000,-2.250000000000000, 
bathy_avc_01411,406943.903999999980442,7400081.271999999880791,-3.334000000000000,-2.180000000000000, 
bathy_avc_01412,406943.782999999995809,7400082.401999999769032,-3.335000000000000,-2.130000000000000, 
bathy_avc_01413,406943.612000000022817,7400083.623999999836087,-3.348000000000000,-2.130000000000000, 
bathy_avc_01414,406943.310999999986961,7400084.803000000305474,-3.417000000000000,-1.960000000000000, 
bathy_avc_01415,406943.015000000013970,7400085.910000000149012,-3.406000000000000,-2.010000000000000, 
bathy_avc_01416,406942.787000000011176,7400086.995000000111759,-3.369000000000000,-2.060000000000000, 
bathy_avc_01417,406942.507999999972526,7400088.162999999709427,-3.410000000000000,-1.930000000000000, 
bathy_avc_01418,406942.311999999976251,7400089.299999999813735,-3.350000000000000,-1.940000000000000, 
bathy_avc_01419,406942.081000000005588,7400090.464999999850988,-3.321000000000000,-1.970000000000000, 
bathy_avc_01420,406941.958999999973457,7400091.691999999806285,-3.288000000000000,-2.050000000000000, 
bathy_avc_01421,406941.750999999989290,7400092.821999999694526,-3.348000000000000,-1.900000000000000, 
bathy_avc_01422,406941.646000000007916,7400094.055999999865890,-3.400000000000000,-1.890000000000000, 
bathy_avc_01423,406941.445999999996275,7400095.180999999865890,-3.385000000000000,-1.860000000000000, 
bathy_avc_01424,406941.330000000016298,7400096.372000000439584,-3.305000000000000,-1.880000000000000, 
bathy_avc_01425,406941.168999999994412,7400097.514999999664724,-3.366000000000000,-1.870000000000000, 
bathy_avc_01426,406941.102000000013504,7400098.799999999813735,-3.297000000000000,-1.950000000000000, 
bathy_avc_01427,406941.022999999986496,7400100.026999999769032,-3.282000000000000,-1.860000000000000, 
bathy_avc_01428,406940.928000000014435,7400101.304999999701977,-3.380000000000000,-1.850000000000000, 
bathy_avc_01429,406940.782999999995809,7400102.626000000163913,-3.408000000000000,-1.770000000000000, 
bathy_avc_01430,406940.629000000015367,7400103.882000000216067,-3.420000000000000,-1.760000000000000, 
bathy_avc_01431,406940.397999999986496,7400105.060999999754131,-3.452000000000000,-1.760000000000000, 
bathy_avc_01432,406940.181999999971595,7400106.178999999538064,-3.427000000000000,-1.850000000000000, 
bathy_avc_01433,406939.957999999984168,7400107.413999999873340,-3.434000000000000,-1.780000000000000, 
bathy_avc_01434,406939.760000000009313,7400108.628999999724329,-3.331000000000000,-1.900000000000000, 
bathy_avc_01435,406939.667000000015832,7400109.625000000000000,-3.346000000000000,-1.900000000000000, 
bathy_avc_01436,406939.479999999981374,7400110.917000000365078,-3.333000000000000,-1.880000000000000, 
bathy_avc_01437,406939.413000000000466,7400111.918999999761581,-3.319000000000000,-1.940000000000000, 
bathy_avc_01438,406939.231000000028871,7400112.941999999806285,-3.358000000000000,-1.870000000000000, 
bathy_avc_01439,406939.080000000016298,7400114.243999999947846,-3.406000000000000,-1.790000000000000, 
bathy_avc_01440,406938.958999999973457,7400115.317999999970198,-3.365000000000000,-1.820000000000000, 
bathy_avc_01441,406938.819000000017695,7400116.565999999642372,-3.302000000000000,-1.900000000000000, 
bathy_avc_01442,406938.699000000022352,7400117.838999999687076,-3.320000000000000,-1.910000000000000, 
bathy_avc_01443,406938.507999999972526,7400119.002999999560416,-3.311000000000000,-1.880000000000000, 
bathy_avc_01444,406938.297000000020489,7400120.291000000201166,-3.334000000000000,-1.860000000000000, 
bathy_avc_01445,406938.066999999980908,7400121.531999999657273,-3.388000000000000,-1.840000000000000, 
bathy_avc_01446,406937.869000000006054,7400122.810999999754131,-3.394000000000000,-1.800000000000000, 
bathy_avc_01447,406937.646999999997206,7400123.978000000119209,-3.367000000000000,-1.850000000000000, 
bathy_avc_01448,406937.500000000000000,7400125.137000000104308,-3.365000000000000,-1.850000000000000, 
bathy_avc_01449,406937.261999999987893,7400126.165000000037253,-3.375000000000000,-1.810000000000000, 
bathy_avc_01450,406937.025000000023283,7400127.310999999754131,-3.375000000000000,-1.890000000000000, 
bathy_avc_01451,406936.684000000008382,7400128.401999999769032,-3.375000000000000,-1.860000000000000, 
bathy_avc_01452,406936.373000000021420,7400129.535000000149012,-3.374000000000000,-1.830000000000000, 
bathy_avc_01453,406936.034999999974389,7400130.751000000163913,-3.347000000000000,-1.880000000000000, 
bathy_avc_01454,406935.661000000021886,7400131.906000000424683,-3.321000000000000,-1.990000000000000, 
bathy_avc_01455,406935.231000000028871,7400132.987999999895692,-3.327000000000000,-1.910000000000000, 
bathy_avc_01456,406934.847999999998137,7400134.169999999925494,-3.349000000000000,-1.910000000000000, 
bathy_avc_01457,406934.380000000004657,7400135.324000000022352,-3.387000000000000,-1.900000000000000, 
bathy_avc_01458,406933.983999999996740,7400136.489000000059605,-3.353000000000000,-1.950000000000000, 
bathy_avc_01459,406933.734999999986030,7400137.463000000454485,-3.290000000000000,-2.000000000000000, 
bathy_avc_01460,406933.331000000005588,7400138.711000000126660,-3.344000000000000,-1.960000000000000, 
bathy_avc_01461,406933.103999999992084,7400139.987999999895692,-3.336000000000000,-2.050000000000000, 
bathy_avc_01462,406932.717000000004191,7400141.190999999642372,-3.310000000000000,-2.090000000000000, 
bathy_avc_01463,406932.450000000011642,7400142.174999999813735,-3.307000000000000,-2.060000000000000, 
bathy_avc_01464,406932.123000000021420,7400143.298999999649823,-3.398000000000000,-2.010000000000000, 
bathy_avc_01465,406931.880999999993946,7400144.577999999746680,-3.297000000000000,-2.140000000000000, 
bathy_avc_01466,406931.602000000013504,7400145.705000000074506,-3.398000000000000,-2.120000000000000, 
bathy_avc_01467,406931.363000000012107,7400146.783999999985099,-3.344000000000000,-2.140000000000000, 
bathy_avc_01468,406931.072999999974854,7400147.814000000245869,-3.413000000000000,-2.090000000000000, 
bathy_avc_01469,406930.702999999979511,7400148.766999999992549,-3.284000000000000,-2.230000000000000, 
bathy_avc_01470,406930.354999999981374,7400149.775000000372529,-3.388000000000000,-2.190000000000000, 
bathy_avc_01471,406929.989999999990687,7400150.746000000275671,-3.341000000000000,-2.230000000000000, 
bathy_avc_01472,406929.565999999991618,7400151.807000000029802,-3.372000000000000,-2.180000000000000, 
bathy_avc_01473,406929.091000000014901,7400152.836000000126660,-3.370000000000000,-2.170000000000000, 
bathy_avc_01474,406928.667000000015832,7400153.918999999761581,-3.396000000000000,-2.180000000000000, 
bathy_avc_01475,406928.137999999977183,7400154.978000000119209,-3.331000000000000,-2.270000000000000, 
bathy_avc_01476,406927.652999999991152,7400155.919999999925494,-3.325000000000000,-2.220000000000000, 
bathy_avc_01477,406927.292000000015832,7400156.913999999873340,-3.383000000000000,-2.160000000000000, 
bathy_avc_01478,406926.849999999976717,7400157.993999999947846,-3.423000000000000,-2.190000000000000, 
bathy_avc_01479,406926.510999999998603,7400158.991999999620020,-3.376000000000000,-2.160000000000000, 
bathy_avc_01480,406926.163999999989755,7400160.047000000253320,-3.418000000000000,-2.110000000000000, 
bathy_avc_01481,406925.880000000004657,7400161.127000000327826,-3.309000000000000,-2.160000000000000, 
bathy_avc_01482,406925.570000000006985,7400162.233000000007451,-3.400000000000000,-2.070000000000000, 
bathy_avc_01483,406925.341000000014901,7400163.427000000141561,-3.414000000000000,-2.060000000000000, 
bathy_avc_01484,406925.155000000027940,7400164.565999999642372,-3.346000000000000,-2.120000000000000, 
bathy_avc_01485,406924.924999999988358,7400165.737999999895692,-3.389000000000000,-2.070000000000000, 
bathy_avc_01486,406924.679999999993015,7400166.918999999761581,-3.349000000000000,-2.150000000000000, 
bathy_avc_01487,406924.412000000011176,7400168.025999999605119,-3.321000000000000,-2.140000000000000, 
bathy_avc_01488,406924.076000000000931,7400169.150999999605119,-3.333000000000000,-2.140000000000000, 
bathy_avc_01489,406923.727000000013504,7400170.320000000298023,-3.391000000000000,-2.120000000000000, 
bathy_avc_01490,406923.501999999978580,7400171.322999999858439,-3.347000000000000,-2.110000000000000, 
bathy_avc_01491,406923.320999999996275,7400172.309999999590218,-3.364000000000000,-2.110000000000000, 
bathy_avc_01492,406922.902000000001863,7400173.536000000312924,-3.329000000000000,-2.140000000000000, 
bathy_avc_01493,406922.550999999977648,7400174.803000000305474,-3.348000000000000,-2.110000000000000, 
bathy_avc_01494,406922.146000000007916,7400175.928999999538064,-3.313000000000000,-2.120000000000000, 
bathy_avc_01495,406921.833999999973457,7400177.129999999888241,-3.348000000000000,-2.140000000000000, 
bathy_avc_01496,406921.370999999984633,7400178.271999999880791,-3.483000000000000,-2.010000000000000, 
bathy_avc_01497,406921.065999999991618,7400179.355999999679625,-3.395000000000000,-2.100000000000000, 
bathy_avc_01498,406920.783999999985099,7400180.526999999769032,-3.313000000000000,-2.240000000000000, 
bathy_avc_01499,406920.429000000003725,7400181.699000000022352,-3.271000000000000,-2.370000000000000, 
bathy_avc_01500,406920.229999999981374,7400182.691999999806285,-3.248000000000000,-2.380000000000000, 
bathy_avc_01501,406919.971000000019558,7400183.734000000171363,-3.331000000000000,-2.270000000000000, 
bathy_avc_01502,406919.805999999982305,7400185.047000000253320,-3.345000000000000,-2.230000000000000, 
bathy_avc_01503,406919.630999999993946,7400186.195000000298023,-3.316000000000000,-2.300000000000000, 
bathy_avc_01504,406919.431999999971595,7400187.370000000111759,-3.287000000000000,-2.310000000000000, 
bathy_avc_01505,406919.362000000022817,7400188.525000000372529,-3.386000000000000,-2.330000000000000, 
bathy_avc_01506,406919.249000000010710,7400189.525999999605119,-3.421000000000000,-2.320000000000000, 
bathy_avc_01507,406919.284999999974389,7400190.599000000394881,-3.420000000000000,-2.290000000000000, 
bathy_avc_01508,406919.257999999972526,7400191.807000000029802,-3.390000000000000,-2.350000000000000, 
bathy_avc_01509,406919.253000000026077,7400192.855999999679625,-3.426000000000000,-2.310000000000000, 
bathy_avc_01510,406919.287000000011176,7400193.888000000268221,-3.314000000000000,-2.440000000000000, 
bathy_avc_01511,406919.239000000001397,7400194.962000000290573,-3.382000000000000,-2.380000000000000, 
bathy_avc_01512,406919.320000000006985,7400196.099999999627471,-3.331000000000000,-2.450000000000000, 
bathy_avc_01513,406919.343999999982771,7400197.241000000387430,-3.365000000000000,-2.440000000000000, 
bathy_avc_01514,406919.389000000024680,7400198.395999999716878,-3.344000000000000,-2.480000000000000, 
bathy_avc_01515,406919.496999999973923,7400199.610000000335276,-3.406000000000000,-2.430000000000000, 
bathy_avc_01516,406919.602000000013504,7400200.821999999694526,-3.347000000000000,-2.480000000000000, 
bathy_avc_01517,406919.760000000009313,7400201.940000000409782,-3.335000000000000,-2.570000000000000, 
bathy_avc_01518,406919.820000000006985,7400202.969999999739230,-3.276000000000000,-2.590000000000000, 
bathy_avc_01519,406919.922000000020489,7400204.027999999932945,-3.332000000000000,-2.540000000000000, 
bathy_avc_01520,406919.999000000010710,7400205.139000000432134,-3.376000000000000,-2.530000000000000, 
bathy_avc_01521,406920.121999999973923,7400206.201999999582767,-3.336000000000000,-2.610000000000000, 
bathy_avc_01522,406920.253000000026077,7400207.347000000067055,-3.290000000000000,-2.700000000000000, 
bathy_avc_01523,406920.310999999986961,7400208.367999999783933,-3.294000000000000,-2.700000000000000, 
bathy_avc_01524,406920.344999999972060,7400209.515999999828637,-3.426000000000000,-2.650000000000000, 
bathy_avc_01525,406920.327999999979511,7400210.634999999776483,-3.385000000000000,-2.660000000000000, 
bathy_avc_01526,406920.259000000020023,7400211.726999999955297,-3.340000000000000,-2.770000000000000, 
bathy_avc_01527,406920.115999999979977,7400212.769000000320375,-3.364000000000000,-2.800000000000000, 
bathy_avc_01528,406919.936999999976251,7400213.902999999932945,-3.294000000000000,-2.940000000000000, 
bathy_avc_01529,406919.661000000021886,7400215.103000000119209,-3.222000000000000,-2.990000000000000, 
bathy_avc_01530,406919.380000000004657,7400216.066999999806285,-3.336000000000000,-2.970000000000000, 
bathy_avc_01531,406919.163999999989755,7400217.059999999590218,-3.456000000000000,-2.840000000000000, 
bathy_avc_01532,406918.919999999983702,7400218.246000000275671,-3.337000000000000,-3.090000000000000, 
bathy_avc_01533,406918.586000000010245,7400219.428999999538064,-3.392000000000000,-3.100000000000000, 
bathy_avc_01534,406918.353000000002794,7400220.432000000029802,-3.393000000000000,-3.110000000000000, 
bathy_avc_01535,406918.344999999972060,7400221.633000000379980,-3.294000000000000,-3.380000000000000, 
bathy_avc_01536,406918.026000000012573,7400222.866999999620020,-3.371000000000000,-3.190000000000000, 
bathy_avc_01537,406918.021999999997206,7400224.127000000327826,-3.355000000000000,-3.350000000000000, 
bathy_avc_01538,406917.809999999997672,7400225.377000000327826,-3.375000000000000,-3.420000000000000, 
bathy_avc_01539,406917.689000000013039,7400226.553999999538064,-3.387000000000000,-3.370000000000000, 
bathy_avc_01540,406917.694000000017695,7400227.759999999776483,-3.333000000000000,-3.560000000000000, 
bathy_avc_01541,406917.668999999994412,7400228.764999999664724,-3.365000000000000,-3.580000000000000, 
bathy_avc_01542,406917.766999999992549,7400229.821999999694526,-3.370000000000000,-3.590000000000000, 
bathy_avc_01543,406917.858000000007451,7400231.009999999776483,-3.459000000000000,-3.510000000000000, 
bathy_avc_01544,406918.003000000026077,7400232.134999999776483,-3.392000000000000,-3.590000000000000, 
bathy_avc_01545,406918.196999999985565,7400233.385999999940395,-3.321000000000000,-3.610000000000000, 
bathy_avc_01546,406918.347000000008848,7400234.584999999962747,-3.316000000000000,-3.690000000000000, 
bathy_avc_01547,406918.547000000020489,7400235.605999999679625,-3.300000000000000,-3.680000000000000, 
bathy_avc_01548,406918.798999999999069,7400236.728000000119209,-3.337000000000000,-3.650000000000000, 
bathy_avc_01549,406919.027999999991152,7400237.832999999634922,-3.338000000000000,-3.760000000000000, 
bathy_avc_01550,406919.291000000026543,7400238.872999999672174,-3.412000000000000,-3.590000000000000, 
bathy_avc_01551,406919.631999999983236,7400239.991000000387430,-3.387000000000000,-3.580000000000000, 
bathy_avc_01552,406920.034999999974389,7400241.155000000260770,-3.360000000000000,-3.630000000000000, 
bathy_avc_01553,406920.493000000016764,7400242.233000000007451,-3.361000000000000,-3.460000000000000, 
bathy_avc_01554,406920.896999999997206,7400243.148000000044703,-3.395000000000000,-3.400000000000000, 
bathy_avc_01555,406921.402999999991152,7400244.117999999783933,-3.356000000000000,-3.450000000000000, 
bathy_avc_01556,406921.923999999999069,7400244.985000000335276,-3.366000000000000,-0.000000000000000, 
bathy_avc_01557,406922.412000000011176,7400245.997000000439584,-3.418000000000000,-3.370000000000000, 
bathy_avc_01558,406922.868000000016764,7400247.074000000022352,-3.317000000000000,-3.400000000000000, 
bathy_avc_01559,406923.256999999983236,7400248.086000000126660,-3.313000000000000,-3.310000000000000, 
bathy_avc_01560,406923.532000000006519,7400249.110000000335276,-3.335000000000000,-3.290000000000000, 
bathy_avc_01561,406923.696999999985565,7400250.235999999567866,-3.358000000000000,-3.210000000000000, 
bathy_avc_01562,406923.729999999981374,7400251.325000000186265,-3.342000000000000,-3.200000000000000, 
bathy_avc_01563,406923.786000000021886,7400252.421000000089407,-3.349000000000000,-3.190000000000000, 
bathy_avc_01564,406923.753000000026077,7400253.597000000067055,-3.314000000000000,-3.150000000000000, 
bathy_avc_01565,406923.677000000025146,7400254.730999999679625,-3.348000000000000,-3.170000000000000, 
bathy_avc_01566,406923.594999999972060,7400255.797000000253320,-3.392000000000000,-3.100000000000000, 
bathy_avc_01567,406923.612000000022817,7400256.808000000193715,-3.315000000000000,-3.080000000000000, 
bathy_avc_01568,406923.610999999975320,7400257.848000000230968,-3.312000000000000,-3.110000000000000, 
bathy_avc_01569,406923.750000000000000,7400258.853000000119209,-3.341000000000000,-3.050000000000000, 
bathy_avc_01570,406923.902999999991152,7400259.911999999545515,-3.368000000000000,-3.070000000000000, 
bathy_avc_01571,406924.107000000018161,7400260.984000000171363,-3.372000000000000,-3.050000000000000, 
bathy_avc_01572,406924.329000000027008,7400262.075000000186265,-3.379000000000000,-2.910000000000000, 
bathy_avc_01573,406924.598999999987427,7400263.065000000409782,-3.328000000000000,-2.950000000000000, 
bathy_avc_01574,406924.934999999997672,7400264.063000000081956,-3.317000000000000,-2.900000000000000, 
bathy_avc_01575,406925.298000000009779,7400265.201000000350177,-3.302000000000000,-2.930000000000000, 
bathy_avc_01576,406925.621999999973923,7400266.247999999672174,-3.460000000000000,-2.740000000000000, 
bathy_avc_01577,406926.102000000013504,7400267.310999999754131,-3.299000000000000,-2.830000000000000, 
bathy_avc_01578,406926.596000000019558,7400268.407999999821186,-3.337000000000000,-2.850000000000000, 
bathy_avc_01579,406927.190000000002328,7400269.440000000409782,-3.363000000000000,-2.710000000000000, 
bathy_avc_01580,406927.700000000011642,7400270.395999999716878,-3.437000000000000,-2.630000000000000, 
bathy_avc_01581,406928.081000000005588,7400271.324000000022352,-3.322000000000000,-2.720000000000000, 
bathy_avc_01582,406928.401000000012573,7400272.418999999761581,-3.340000000000000,-2.710000000000000, 
bathy_avc_01583,406928.634000000020023,7400273.423999999649823,-3.315000000000000,-2.660000000000000, 
